"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level","Result type",Results,"Cost per result","Amount spent (AUD)",Impressions,Reach,"Attribution setting","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Purchases,"Purchases conversion value","Link clicks","Reporting starts","Reporting ends"
"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",2026-01-22,not_delivering,ad,,,,28.78,1305,912,"7-day click",-,-,-,"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",,,16,2026-01-22,2026-01-22
RB_Cocoon_Australia_opening_15012026,Recliner,"AO - Recliner",2026-01-22,not_delivering,ad,,,,6.34,600,489,Incremental,-,-,-,Recliner,,,17,2026-01-22,2026-01-22
RB_Cocoon_Australia_opening_15012026,Recliner,"AO - Recliner",2026-01-21,not_delivering,ad,"Website purchases",0,,5.83,461,378,Incremental,-,-,-,Recliner,0,10.5,11,2026-01-21,2026-01-21
"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",2026-01-21,not_delivering,ad,,,,29.49,1595,1108,"7-day click",-,-,-,"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",,,30,2026-01-21,2026-01-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-21,inactive,ad,,,,10.7,1248,906,Incremental,-,-,-,New_Creatives_Ad_set,,,31,2026-01-21,2026-01-21
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-21,inactive,ad,,,,20.59,2558,1746,Incremental,-,-,-,New_Creatives_Ad_set,,,62,2026-01-21,2026-01-21
RB_Cocoon_Australia_opening_15012026,Recliner,"AO - Recliner",2026-01-20,not_delivering,ad,,,,6.19,670,476,Incremental,-,-,-,Recliner,,,19,2026-01-20,2026-01-20
"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",2026-01-20,not_delivering,ad,,,,34.43,1638,925,"7-day click",-,-,-,"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",,,29,2026-01-20,2026-01-20
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-20,inactive,ad,,,,4.37,515,385,Incremental,-,-,-,New_Creatives_Ad_set,,,17,2026-01-20,2026-01-20
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-20,inactive,ad,,,,10.48,1217,855,Incremental,-,-,-,New_Creatives_Ad_set,,,32,2026-01-20,2026-01-20
RB_Cocoon_Australia_opening_15012026,Recliner,"AO - Recliner",2026-01-19,not_delivering,ad,"Website purchases",0,,9.07,995,721,Incremental,-,-,-,Recliner,0,10.79,19,2026-01-19,2026-01-19
"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...","Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",2026-01-19,not_delivering,ad,,,,14.3,746,485,"7-day click",-,-,-,"Instagram post: 💕❤️💕 The innovative COCOON BREEZE...",,,7,2026-01-19,2026-01-19
"Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",2026-01-19,not_delivering,ad,"Website purchases",1,27.29,27.29,1418,809,"7-day click or 1-day view",-,-,-,"Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",1,853.34,31,2026-01-19,2026-01-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-19,inactive,ad,,,,5.09,567,431,Incremental,-,-,-,New_Creatives_Ad_set,,,15,2026-01-19,2026-01-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-19,inactive,ad,,,,11.89,1382,947,Incremental,-,-,-,New_Creatives_Ad_set,,,37,2026-01-19,2026-01-19
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-18,inactive,ad,,,,3.5,447,333,Incremental,-,-,-,New_Creatives_Ad_set,,,15,2026-01-18,2026-01-18
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-18,inactive,ad,,,,13.14,1675,1140,Incremental,-,-,-,New_Creatives_Ad_set,,,46,2026-01-18,2026-01-18
"Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",2026-01-18,not_delivering,ad,"Website purchases",1,36.8,36.8,2141,1331,"7-day click or 1-day view",-,-,-,"Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",1,287.56,37,2026-01-18,2026-01-18
RB_Cocoon_Australia_opening_15012026,Recliner,"AO - Recliner",2026-01-18,not_delivering,ad,,,,8.45,792,552,Incremental,-,-,-,Recliner,,,28,2026-01-18,2026-01-18
RB_Cocoon_Australia_opening_15012026,Recliner,"AO - Recliner",2026-01-17,not_delivering,ad,,,,7.56,923,664,Incremental,-,-,-,Recliner,,,15,2026-01-17,2026-01-17
"Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",2026-01-17,not_delivering,ad,,,,25.91,1776,1223,"7-day click or 1-day view",-,-,-,"Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",,,52,2026-01-17,2026-01-17
"Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...",2026-01-17,not_delivering,ad,"Website purchases",1,13.94,13.94,752,584,"7-day click or 1-day view",-,-,-,"Instagram post: COCOON Vibe dresser and the...",1,838.98,10,2026-01-17,2026-01-17
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-17,inactive,ad,,,,2.99,449,362,Incremental,-,-,-,New_Creatives_Ad_set,,,18,2026-01-17,2026-01-17
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-17,inactive,ad,,,,10.6,1583,1071,Incremental,-,-,-,New_Creatives_Ad_set,,,32,2026-01-17,2026-01-17
"Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...",2026-01-16,not_delivering,ad,,,,29.82,1708,1136,"7-day click or 1-day view",-,-,-,"Instagram post: COCOON Vibe dresser and the...",,,32,2026-01-16,2026-01-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-16,inactive,ad,,,,2.77,327,263,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2026-01-16,2026-01-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-16,inactive,ad,,,,11.35,1363,904,Incremental,-,-,-,New_Creatives_Ad_set,,,49,2026-01-16,2026-01-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-15,inactive,ad,,,,0.14,10,9,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-15,2026-01-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-15,inactive,ad,,,,0,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-15,2026-01-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-15,inactive,ad,,,,11.24,1476,934,Incremental,-,-,-,New_Creatives_Ad_set,,,66,2026-01-15,2026-01-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-15,inactive,ad,,,,1.76,274,232,Incremental,-,-,-,New_Creatives_Ad_set,,,13,2026-01-15,2026-01-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2026-01-15,inactive,ad,,,,0,7,7,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-15,2026-01-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-15,inactive,ad,,,,0.98,88,72,Incremental,-,-,-,New_Creatives_Ad_set,,,2,2026-01-15,2026-01-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-15,inactive,ad,,,,0.06,8,8,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-15,2026-01-15
"Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...",2026-01-15,not_delivering,ad,,,,32.09,1863,1129,"7-day click or 1-day view",-,-,-,"Instagram post: COCOON Vibe dresser and the...",,,42,2026-01-15,2026-01-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-14,inactive,ad,,,,2.77,302,219,Incremental,-,-,-,New_Creatives_Ad_set,,,4,2026-01-14,2026-01-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-14,inactive,ad,,,,0.95,120,95,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2026-01-14,2026-01-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-14,inactive,ad,,,,0.04,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-14,2026-01-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-14,inactive,ad,,,,7.3,934,650,Incremental,-,-,-,New_Creatives_Ad_set,,,30,2026-01-14,2026-01-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-14,inactive,ad,,,,0.17,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-14,2026-01-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-14,inactive,ad,,,,0.09,10,8,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-14,2026-01-14
"Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...","Instagram post: COCOON Vibe dresser and the...",2026-01-14,not_delivering,ad,,,,14.04,898,604,"7-day click or 1-day view",-,-,-,"Instagram post: COCOON Vibe dresser and the...",,,23,2026-01-14,2026-01-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-14,inactive,ad,"Website purchases",0,,0.51,57,47,Incremental,-,-,-,New_Creatives_Ad_set,0,6.94,3,2026-01-14,2026-01-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2026-01-13,inactive,ad,,,,0,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-13,inactive,ad,,,,0.07,6,6,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-13,inactive,ad,,,,0.93,44,38,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-13,inactive,ad,,,,0.01,5,5,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-13,inactive,ad,,,,3.52,294,196,Incremental,-,-,-,New_Creatives_Ad_set,,,10,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-13,inactive,ad,,,,9.37,814,537,Incremental,-,-,-,New_Creatives_Ad_set,,,32,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-13,inactive,ad,,,,0,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-13,inactive,ad,,,,2.39,200,142,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2026-01-13,2026-01-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-12,inactive,ad,,,,0,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-12,inactive,ad,,,,0.2,22,15,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-12,inactive,ad,,,,1.81,232,184,Incremental,-,-,-,New_Creatives_Ad_set,,,6,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-12,inactive,ad,"Website purchases",0,,9.29,1171,817,Incremental,-,-,-,New_Creatives_Ad_set,0,32.79,40,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-12,inactive,ad,,,,4.5,282,213,Incremental,-,-,-,New_Creatives_Ad_set,,,11,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2026-01-12,inactive,ad,,,,0.01,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-12,inactive,ad,,,,1.55,118,88,Incremental,-,-,-,New_Creatives_Ad_set,,,4,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-12,inactive,ad,,,,0.1,10,10,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2026-01-12,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-12,2026-01-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-11,inactive,ad,,,,9.97,1209,864,Incremental,-,-,-,New_Creatives_Ad_set,,,34,2026-01-11,2026-01-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-11,inactive,ad,,,,1.75,302,260,Incremental,-,-,-,New_Creatives_Ad_set,,,11,2026-01-11,2026-01-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-11,inactive,ad,,,,0.01,8,7,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-11,2026-01-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-11,inactive,ad,,,,4.23,470,361,Incremental,-,-,-,New_Creatives_Ad_set,,,17,2026-01-11,2026-01-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-11,inactive,ad,,,,0.89,105,80,Incremental,-,-,-,New_Creatives_Ad_set,,,6,2026-01-11,2026-01-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-11,inactive,ad,,,,0.31,25,23,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-11,2026-01-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-10,inactive,ad,,,,1.54,225,166,Incremental,-,-,-,New_Creatives_Ad_set,,,11,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2026-01-10,inactive,ad,,,,0.01,5,4,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-10,inactive,ad,,,,0.26,25,18,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-10,inactive,ad,,,,0.28,35,28,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2026-01-10,inactive,ad,,,,0.03,7,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-10,inactive,ad,,,,0.02,6,6,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-10,inactive,ad,,,,3.12,319,240,Incremental,-,-,-,New_Creatives_Ad_set,,,13,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-10,inactive,ad,,,,7.59,964,653,Incremental,-,-,-,New_Creatives_Ad_set,,,36,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-10,inactive,ad,,,,0,2,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-10,2026-01-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-09,inactive,ad,,,,9.36,981,665,Incremental,-,-,-,New_Creatives_Ad_set,,,31,2026-01-09,2026-01-09
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-09,inactive,ad,,,,1.01,177,147,Incremental,-,-,-,New_Creatives_Ad_set,,,4,2026-01-09,2026-01-09
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-09,inactive,ad,,,,0,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-09,2026-01-09
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-09,inactive,ad,,,,0.26,30,25,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2026-01-09,2026-01-09
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-09,inactive,ad,,,,2.88,301,214,Incremental,-,-,-,New_Creatives_Ad_set,,,11,2026-01-09,2026-01-09
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2026-01-09,inactive,ad,,,,0.02,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-09,2026-01-09
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-09,inactive,ad,,,,0.23,20,16,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-09,2026-01-09
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2026-01-08,inactive,ad,,,,0.01,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-08,inactive,ad,"Website purchases",0,,0.75,17,13,Incremental,-,-,-,New_Creatives_Ad_set,0,88.88,,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-08,inactive,ad,,,,0.11,20,20,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-08,inactive,ad,,,,0.05,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-08,inactive,ad,"Website purchases",0,,3.39,333,226,Incremental,-,-,-,New_Creatives_Ad_set,0,134.75,9,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-08,inactive,ad,"Website purchases",1,8.97,8.97,928,583,Incremental,-,-,-,New_Creatives_Ad_set,1,850.91,33,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-08,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-08,inactive,ad,,,,1.55,232,179,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2026-01-08,2026-01-08
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-07,inactive,ad,,,,0.03,2,1,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2026-01-07,2026-01-07
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-07,inactive,ad,"Website purchases",0,,9.55,884,568,Incremental,-,-,-,New_Creatives_Ad_set,0,9.12,27,2026-01-07,2026-01-07
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-07,inactive,ad,,,,4.14,232,174,Incremental,-,-,-,New_Creatives_Ad_set,,,5,2026-01-07,2026-01-07
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-07,inactive,ad,,,,1.6,213,172,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2026-01-07,2026-01-07
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-07,inactive,ad,,,,0.25,25,23,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-07,2026-01-07
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2026-01-07,inactive,ad,,,,0,5,5,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-07,2026-01-07
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-07,inactive,ad,,,,0.06,11,8,Incremental,-,-,-,New_Creatives_Ad_set,,,1,2026-01-07,2026-01-07
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-06,inactive,ad,,,,0.19,21,16,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-06,2026-01-06
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-06,inactive,ad,,,,2.41,244,187,Incremental,-,-,-,New_Creatives_Ad_set,,,9,2026-01-06,2026-01-06
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-06,inactive,ad,"Website purchases",1,10.49,10.49,1250,828,Incremental,-,-,-,New_Creatives_Ad_set,1,761.56,28,2026-01-06,2026-01-06
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2026-01-06,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-06,2026-01-06
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-06,inactive,ad,,,,1.81,174,147,Incremental,-,-,-,New_Creatives_Ad_set,,,10,2026-01-06,2026-01-06
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2026-01-05,inactive,ad,,,,1.55,175,148,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2026-01-05,2026-01-05
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2026-01-05,inactive,ad,,,,2.63,240,181,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2026-01-05,2026-01-05
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2026-01-05,inactive,ad,,,,10.93,1223,798,Incremental,-,-,-,New_Creatives_Ad_set,,,32,2026-01-05,2026-01-05
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Comfy Mat",2026-01-05,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-05,2026-01-05
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2026-01-05,inactive,ad,,,,0.02,4,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-05,2026-01-05
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-05,inactive,ad,,,,0.37,20,18,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-05,2026-01-05
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"New Year Sale'25 - Cot",2026-01-04,inactive,ad,,,,0.17,26,20,Incremental,-,-,-,New_Creatives_Ad_set,,,,2026-01-04,2026-01-04
