"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level","Result type",Results,"Cost per result","Amount spent (AUD)",Impressions,Reach,"Attribution setting","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Purchases,"Purchases conversion value","Link clicks","Reporting starts","Reporting ends"
"Instagram post: 💕❤️💕 Changes happen anywhere. The...","Instagram post: 💕❤️💕 Changes happen anywhere. The...","Instagram post: 💕❤️💕 Changes happen anywhere. The...",2025-10-15,not_delivering,ad,,,,0.03,1,1,"7-day click",-,-,-,"Instagram post: 💕❤️💕 Changes happen anywhere. The...",,,,2025-10-15,2025-10-15
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-14,not_delivering,ad,,,,33.29,1743,1193,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,47,2025-10-14,2025-10-14
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-13,not_delivering,ad,,,,41.67,2203,1476,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,74,2025-10-13,2025-10-13
RB_Cocoon_Sales_081025,Combined_Creatives,"COCOON ASTON including an Australian made inner spring mattress",2025-10-12,not_delivering,ad,"Website purchases",0,,0,0,0,Incremental,-,-,-,Combined_Creatives,0,6.74,,2025-10-12,2025-10-12
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-11,not_delivering,ad,,,,0.86,33,29,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,,2025-10-11,2025-10-11
RB_Cocoon_Sales_081025,Combined_Creatives,"COCOON ASTON including an Australian made inner spring mattress",2025-10-10,not_delivering,ad,,,,2.24,118,98,Incremental,-,-,-,Combined_Creatives,,,3,2025-10-10,2025-10-10
RB_Cocoon_Sales_081025,Combined_Creatives,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-10-10,not_delivering,ad,,,,16.86,751,466,Incremental,-,-,-,Combined_Creatives,,,37,2025-10-10,2025-10-10
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-10,not_delivering,ad,,,,19.88,899,664,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,31,2025-10-10,2025-10-10
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-10,not_delivering,ad,,,,1.87,47,41,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,1,2025-10-10,2025-10-10
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-10,not_delivering,ad,,,,0.81,33,31,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,2,2025-10-10,2025-10-10
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-09,not_delivering,ad,"Website purchases",1,42.16,42.16,1969,1442,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",1,1261.84,64,2025-10-09,2025-10-09
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-09,not_delivering,ad,,,,25.22,990,754,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,17,2025-10-09,2025-10-09
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-09,not_delivering,ad,,,,24.7,725,484,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,6,2025-10-09,2025-10-09
RB_Cocoon_Sales_081025,Combined_Creatives,"COCOON ASTON including an Australian made inner spring mattress",2025-10-09,not_delivering,ad,,,,0.32,16,14,Incremental,-,-,-,Combined_Creatives,,,,2025-10-09,2025-10-09
RB_Cocoon_Sales_081025,Combined_Creatives,"Adv+Carousel Ads",2025-10-09,inactive,ad,,,,11.31,760,485,Incremental,-,-,-,Combined_Creatives,,,9,2025-10-09,2025-10-09
RB_Cocoon_Sales_081025,Combined_Creatives,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-10-09,not_delivering,ad,,,,3.95,222,187,Incremental,-,-,-,Combined_Creatives,,,12,2025-10-09,2025-10-09
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-08,not_delivering,ad,"Website purchases",2,17.05,34.1,1402,936,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2,1811.36,53,2025-10-08,2025-10-08
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-08,not_delivering,ad,,,,29.35,771,468,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,6,2025-10-08,2025-10-08
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-08,not_delivering,ad,,,,26.49,980,681,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,22,2025-10-08,2025-10-08
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-07,not_delivering,ad,,,,22.46,970,660,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,28,2025-10-07,2025-10-07
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-07,not_delivering,ad,"Website purchases",1,24.7,24.7,1259,923,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",1,731.23,50,2025-10-07,2025-10-07
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-07,not_delivering,ad,,,,25.34,761,503,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,20,2025-10-07,2025-10-07
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-06,not_delivering,ad,,,,25.74,1380,1001,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,58,2025-10-06,2025-10-06
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-06,not_delivering,ad,,,,23.21,814,559,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,7,2025-10-06,2025-10-06
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-06,not_delivering,ad,,,,23.15,1300,966,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,30,2025-10-06,2025-10-06
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-05,not_delivering,ad,,,,34.38,1883,1260,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,87,2025-10-05,2025-10-05
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-05,not_delivering,ad,,,,32.46,1003,709,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,17,2025-10-05,2025-10-05
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-05,not_delivering,ad,,,,30.63,1628,1282,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,46,2025-10-05,2025-10-05
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-04,not_delivering,ad,,,,28.16,1710,1370,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,36,2025-10-04,2025-10-04
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-10-04,not_delivering,ad,,,,34.08,1737,1096,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,83,2025-10-04,2025-10-04
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-04,not_delivering,ad,,,,32.18,1076,763,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,17,2025-10-04,2025-10-04
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-10-03,not_delivering,ad,,,,26.35,935,669,"7-day click",-,-,-,"Instagram post: The very trendy and versatile...",,,14,2025-10-03,2025-10-03
"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......","Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",2025-10-03,not_delivering,ad,,,,24.4,1411,1083,"7-day click",-,-,-,"Instagram post: ✨️✨️✨️ COCOON ALLURE 4 in 1......",,,41,2025-10-03,2025-10-03
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-20,not_delivering,ad,"Website purchases",1,0,0,0,0,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",1,1071.85,,2025-09-20,2025-09-20
"Instagram Post","Instagram Post","Instagram Post",2025-09-19,not_delivering,ad,,,,62.85,56933,46519,"7-day click",-,-,-,"Instagram Post",,,355,2025-09-19,2025-09-19
"Instagram Post","Instagram Post","Instagram Post",2025-09-18,not_delivering,ad,,,,7.95,345,265,"7-day click",-,-,-,"Instagram Post",,,1,2025-09-18,2025-09-18
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-17,not_delivering,ad,,,,5.76,338,284,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,7,2025-09-17,2025-09-17
"Instagram Post","Instagram Post","Instagram Post",2025-09-17,not_delivering,ad,,,,5.03,276,232,"7-day click",-,-,-,"Instagram Post",,,4,2025-09-17,2025-09-17
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-16,not_delivering,ad,,,,22.62,1277,910,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,44,2025-09-16,2025-09-16
"Instagram Post","Instagram Post","Instagram Post",2025-09-16,not_delivering,ad,,,,12.46,480,386,"7-day click",-,-,-,"Instagram Post",,,10,2025-09-16,2025-09-16
"Instagram Post","Instagram Post","Instagram Post",2025-09-15,not_delivering,ad,,,,11.71,633,460,"7-day click",-,-,-,"Instagram Post",,,14,2025-09-15,2025-09-15
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-15,not_delivering,ad,,,,21.91,1119,828,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,42,2025-09-15,2025-09-15
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-14,not_delivering,ad,,,,23.86,1155,863,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,48,2025-09-14,2025-09-14
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-13,not_delivering,ad,,,,25.67,1289,861,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,58,2025-09-13,2025-09-13
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-09-12,not_delivering,ad,"Instagram profile visits",9,0.41444444,3.73,221,210,"7-day click or 1-day view",-,-,-,"Instagram Post",,,8,2025-09-12,2025-09-12
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-12,not_delivering,ad,,,,28.93,1326,959,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,60,2025-09-12,2025-09-12
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-09-11,not_delivering,ad,"Instagram profile visits",18,0.55666667,10.02,738,650,"7-day click or 1-day view",-,-,-,"Instagram Post",,,18,2025-09-11,2025-09-11
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-11,not_delivering,ad,,,,24.71,1197,778,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,49,2025-09-11,2025-09-11
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-09-10,not_delivering,ad,,,,12.52,811,686,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,25,2025-09-10,2025-09-10
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-09-10,not_delivering,ad,"Instagram profile visits",17,0.52117647,8.86,730,664,"7-day click or 1-day view",-,-,-,"Instagram Post",,,17,2025-09-10,2025-09-10
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-09-09,not_delivering,ad,"Instagram profile visits",35,0.274,9.59,758,681,"7-day click or 1-day view",-,-,-,"Instagram Post",,,37,2025-09-09,2025-09-09
"Instagram post: The very trendy and versatile...","Instagram Post","Instagram post: The very trendy and versatile...",2025-09-08,not_delivering,ad,"Instagram profile visits",28,0.27535714,7.71,691,647,"7-day click or 1-day view",-,-,-,"Instagram Post",,,29,2025-09-08,2025-09-08
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-09-03,not_delivering,ad,"Link clicks",43,0.5027907,21.62,1530,1382,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,43,2025-09-03,2025-09-03
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-09-02,not_delivering,ad,"Link clicks",42,0.57452381,24.13,1828,1666,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,42,2025-09-02,2025-09-02
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-09-01,not_delivering,ad,"Link clicks",55,0.44345455,24.39,2080,1896,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,55,2025-09-01,2025-09-01
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-31,not_delivering,ad,"Link clicks",54,0.46537037,25.13,2017,1828,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,54,2025-08-31,2025-08-31
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-30,not_delivering,ad,"Link clicks",54,0.49055556,26.49,2089,1868,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,54,2025-08-30,2025-08-30
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-29,not_delivering,ad,"Link clicks",19,0.46,8.74,623,587,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,19,2025-08-29,2025-08-29
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-29,not_delivering,ad,"Link clicks",49,0.49142857,24.08,1951,1756,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,49,2025-08-29,2025-08-29
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-28,not_delivering,ad,"Link clicks",69,0.33362319,23.02,1787,1580,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,69,2025-08-28,2025-08-28
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-28,not_delivering,ad,"Link clicks",21,0.85380952,17.93,1066,947,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,21,2025-08-28,2025-08-28
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-28,not_delivering,ad,"Link clicks",48,0.45625,21.9,1943,1730,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,48,2025-08-28,2025-08-28
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-27,not_delivering,ad,"Link clicks",1,0.05,0.05,13,13,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,1,2025-08-27,2025-08-27
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-27,not_delivering,ad,"Link clicks",74,0.31878378,23.59,1812,1601,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,74,2025-08-27,2025-08-27
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-27,not_delivering,ad,"Link clicks",27,1.03481481,27.94,1743,1621,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,27,2025-08-27,2025-08-27
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-26,not_delivering,ad,"Link clicks",29,1.02,29.58,1598,1432,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,29,2025-08-26,2025-08-26
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-26,not_delivering,ad,"Link clicks",85,0.28082353,23.87,1778,1639,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,85,2025-08-26,2025-08-26
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-26,not_delivering,ad,"Link clicks",41,0.33731707,13.83,1362,1307,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,41,2025-08-26,2025-08-26
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-25,not_delivering,ad,"Link clicks",73,0.3109589,22.7,1773,1597,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,73,2025-08-25,2025-08-25
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-25,not_delivering,ad,"Link clicks",49,0.44285714,21.7,2052,1901,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,49,2025-08-25,2025-08-25
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-25,not_delivering,ad,"Link clicks",33,0.94333333,31.13,1675,1518,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,33,2025-08-25,2025-08-25
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-25,not_delivering,ad,"Link clicks",31,0.40677419,12.61,1245,1223,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,31,2025-08-25,2025-08-25
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-24,not_delivering,ad,"Link clicks",47,0.70021277,32.91,2230,1979,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,47,2025-08-24,2025-08-24
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-24,not_delivering,ad,"Link clicks",42,0.51619048,21.68,2113,1965,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,42,2025-08-24,2025-08-24
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-24,not_delivering,ad,"Link clicks",63,0.3868254,24.37,2197,2038,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,63,2025-08-24,2025-08-24
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-24,not_delivering,ad,"Link clicks",118,0.23169492,27.34,2235,1998,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,118,2025-08-24,2025-08-24
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-23,not_delivering,ad,"Link clicks",42,0.50809524,21.34,1818,1721,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,42,2025-08-23,2025-08-23
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-23,not_delivering,ad,"Link clicks",33,0.91121212,30.07,1724,1547,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,33,2025-08-23,2025-08-23
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-23,not_delivering,ad,"Link clicks",109,0.22284404,24.29,1935,1673,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,109,2025-08-23,2025-08-23
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-23,not_delivering,ad,"Link clicks",44,0.51545455,22.68,1883,1746,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,44,2025-08-23,2025-08-23
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-08-22,not_delivering,ad,"Link clicks",66,0.21833333,14.41,1160,1079,"7-day click or 1-day view",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,66,2025-08-22,2025-08-22
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-22,not_delivering,ad,"Link clicks",39,0.55564103,21.67,1699,1547,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,39,2025-08-22,2025-08-22
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-22,not_delivering,ad,"Link clicks",33,0.89454545,29.52,1667,1524,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,33,2025-08-22,2025-08-22
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-22,not_delivering,ad,"Link clicks",48,0.42166667,20.24,1677,1599,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,48,2025-08-22,2025-08-22
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-21,not_delivering,ad,"Link clicks",15,0.382,5.73,457,433,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,15,2025-08-21,2025-08-21
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-21,not_delivering,ad,"Link clicks",8,1.3375,10.7,802,759,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,8,2025-08-21,2025-08-21
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-21,not_delivering,ad,"Link clicks",46,0.43543478,20.03,1609,1518,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,46,2025-08-21,2025-08-21
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-20,not_delivering,ad,"Link clicks",47,0.40531915,19.05,1606,1497,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,47,2025-08-20,2025-08-20
"Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...","Instagram post: The very trendy and versatile...",2025-08-19,not_delivering,ad,"Link clicks",41,0.56,22.96,2062,1994,"7-day click or 1-day view",-,-,-,"Instagram post: The very trendy and versatile...",,,41,2025-08-19,2025-08-19
